id,nativeadapted,image,name,nickname,planttype,lightreq,waterdemand,landscapeuse,ornamentalvalue,wildlifevalue,season,plantform,plantspread,plantheight,deciduousevergreen,soil,reproduction,sciname,lat,long,econregion,statepark,lifecycle,edibility,zone,endangered,ecoregionids,search_times,description
720,N/A,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Gelsemium_sempervirens3.jpg/1200px-Gelsemium_sempervirens3.jpg,CAROLINA JESSAMINE, Carolina yellow jasmine ,VINE,"TOLERANT TO FULL SUN, TOLERANT TO SUN-SHADE MIX", Medium,N/A, Yellow,"SMALL MAMMALS, UPLAND GAME BIRDS",FROST FREE PERIOD,N/A, 3.00 to 6.00 feet, 12.00 to 20.00 feet,EVERGREEN,"SLIGHTLY ACIDIC, NEUTRAL",SEEDS,GELSEMIUM SEMPERVIRENS,31.7,86.5,"PINEYWOODS, GULF PRAIRIES AND MARSHES, POST OAK SAVANNAH",[],PERENNIAL,all,"['7', '10']",N/A,"[0, 1, 2]",0,No Description
721,N/A,https://www.wildflower.org/image_archive/320x240/JAM6151/6151_IMG03653.JPG,TEXAS PERSIMMON,Texas Persimmon,"SHRUB, TREE",TOLERANT TO FULL SUN,N/A,Windbreak or Hedge,N/A,"SMALL MAMMALS, LARGE MAMMALS, UPLAND GAME BIRDS, NONGAME BIRDS","MAY, JUN, JUL, AUG, SEP, OCT",N/A,N/A,N/A,EVERGREEN,NEUTRAL,"SEEDS, HORIZONTAL ROOTSTOCK",DIOSPYROS TEXANA,31.3,99.5,"GULF PRAIRIES AND MARSHES, POST OAK SAVANNAH, BLACKLAND PRAIRIES, CROSS TIMBERS AND PRAIRIES, SOUTH TEXAS PLAINS, EDWARDS PLATEAU, ROLLING PLAINS, HIGH PLAINS, TRANS-PECOS",[],PERENNIAL,edible:Fruit,[],N/A,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0,No Description
722,N/A,https://www.wildflower.org/image_archive/320x240/JAM6151/6151_IMG03653.JPG,TEXAS PERSIMMON,Texas Persimmon,"SHRUB, TREE",TOLERANT TO FULL SUN,N/A,Windbreak or Hedge,N/A,"SMALL MAMMALS, LARGE MAMMALS, UPLAND GAME BIRDS, NONGAME BIRDS","MAY, JUN, JUL, AUG, SEP, OCT",N/A,N/A,N/A,EVERGREEN,NEUTRAL,"SEEDS, HORIZONTAL ROOTSTOCK",DIOSPYROS TEXANA,31.3,99.5,"GULF PRAIRIES AND MARSHES, POST OAK SAVANNAH, BLACKLAND PRAIRIES, CROSS TIMBERS AND PRAIRIES, SOUTH TEXAS PLAINS, EDWARDS PLATEAU, ROLLING PLAINS, HIGH PLAINS, TRANS-PECOS",[],PERENNIAL,edible:Fruit,[],N/A,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",0,No Description
723,N/A,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Sycamore_Platanus_occidentalis.jpg/220px-Sycamore_Platanus_occidentalis.jpg,AMERICAN SYCAMORE,American Sycamore,TREE,"TOLERANT TO FULL SUN, TOLERANT TO SUN-SHADE MIX","WetWet MesicMesic","Provides winter interestErosion controlShade TreeWater gardens",Other: Yellow (male) and red (female),NONGAME BIRDS,FROST FREE PERIOD,N/A,75-100 feet,75-100 feet,DECIDUOUS,"HIGHLY ACIDIC, SLIGHTLY ACIDIC, NEUTRAL",SEEDS,PLATANUS OCCIDENTALIS,32.4,95.9,"PINEYWOODS, GULF PRAIRIES AND MARSHES, POST OAK SAVANNAH, BLACKLAND PRAIRIES, CROSS TIMBERS AND PRAIRIES, SOUTH TEXAS PLAINS, EDWARDS PLATEAU","[53, 72]",PERENNIAL,N/A,"['4a', '9b']",Least Concern (LC),"[0, 1, 2, 3, 4, 5, 6]",0,No Description
724,N/A,https://plants.ces.ncsu.edu/media/images/AgavePa.jpg,CENTURY PLANT,Gypsum Agave,"SUCCULENT, SHRUB",TOLERANT TO FULL SUN,N/A,Will Naturalize,N/A,"SMALL MAMMALS, LARGE MAMMALS, UPLAND GAME BIRDS, NONGAME BIRDS",FROST FREE PERIOD,N/A,N/A,N/A,EVERGREEN,"SLIGHTLY ALKALINE, HIGHLY ALKALINE","SEEDS, RHIZOMES",AGAVE SPP.,27.1,109,"SOUTH TEXAS PLAINS, EDWARDS PLATEAU, TRANS-PECOS",[],PERENNIAL,toxic: Other: The juice from many species of agave can cause acute contact dermatitis that produces reddening and blistering lasting approximately one to two weeks. Itching may recur up to a year later without a visible rash. Dried parts of the plants can be handled sa,[],N/A,"[5, 6, 9]",0,No Description
725,N/A,http://hasbrouck.asu.edu/imglib/seinet/Fagaceae/Quercus-arizonicus-P-web-_1.jpg,ARIZONA WHITE OAK,N/A,"SHRUB, TREE","TOLERANT TO FULL SUN, TOLERANT TO SUN-SHADE MIX",N/A,N/A,N/A,"SMALL MAMMALS, LARGE MAMMALS, UPLAND GAME BIRDS, NONGAME BIRDS, CATTLE",FROST FREE PERIOD,N/A,N/A,N/A,"EVERGREEN, SEMI EVERGREEN",UNKNOWN,SEEDS,QUERCUS ARIZONICA,32.4,110.8,"EDWARDS PLATEAU, TRANS-PECOS",[],PERENNIAL,N/A,[],N/A,"[6, 9]",0,No Description
726,N/A,https://cdn.shopify.com/s/files/1/1527/8799/products/Salvia-greggii-Pink-Preference.i-5042.s-65729.r-1_1024x1024.jpg?v=1546960374,AUTUMN SAGE,Autumn Sage,SHRUB,"TOLERANT TO FULL SUN, TOLERANT TO SUN-SHADE MIX",Dry Mesic,Suitable as Annual,"PinkOther: Mauve-pink","BeesButterfliesHummingbirds",FROST FREE PERIOD,N/A,24 - 36 inches,24 - 36 inches,EVERGREEN,UNKNOWN,SEEDS,SALVIA GREGGII,24.8,100.1,"POST OAK SAVANNAH, BLACKLAND PRAIRIES, CROSS TIMBERS AND PRAIRIES, SOUTH TEXAS PLAINS, EDWARDS PLATEAU, ROLLING PLAINS, HIGH PLAINS, TRANS-PECOS",[],PERENNIAL,N/A,"['6', '9']",N/A,"[2, 3, 4, 5, 6, 7, 8, 9]",0,No Description
727,N/A,https://whatfloridanativeplantisbloomingtoday.files.wordpress.com/2013/05/beakrushmay2013.jpg,BEAKRUSH,N/A,SEDGE,N/A,N/A,N/A,N/A,WATERFOWL,FROST FREE PERIOD,N/A,N/A,N/A,EMERGENT AQUATIC,UNKNOWN,UNKNOWN,RHYNCHOSPORA SPP.,30.2,93.4,"PINEYWOODS, GULF PRAIRIES AND MARSHES, POST OAK SAVANNAH, BLACKLAND PRAIRIES, CROSS TIMBERS AND PRAIRIES, SOUTH TEXAS PLAINS, EDWARDS PLATEAU, ROLLING PLAINS, TRANS-PECOS",[],PERENNIAL,N/A,[],N/A,"[0, 1, 2, 3, 4, 5, 6, 7, 9]",0,No Description
728,N/A,https://www.wildflower.org/image_archive/320x240/PCD1287/PCD1287_IMG0076.JPG,BIG-TOOTH MAPLE,Canyon Maple,"SHRUB, TREE","TOLERANT TO FULL SUN, TOLERANT TO SUN-SHADE MIX",N/A,N/A,N/A,"LARGE MAMMALS, CATTLE",FROST FREE PERIOD,N/A,N/A,N/A,DECIDUOUS,"SLIGHTLY ALKALINE, HIGHLY ALKALINE",SEEDS,ACER GRANDIDENTATUM,32.3,106.5,"EDWARDS PLATEAU, TRANS-PECOS","[31, 39, 85]",PERENNIAL,N/A,[],N/A,"[6, 9]",0,No Description
729,N/A,https://www.wildflower.org/image_archive/320x240/RCM/RCM_IMG3907.JPG,BLUE SAGE (MEJORANA),Blue Shrub Sage,FORB,TOLERANT TO FULL SUN,"Dry MesicDry","Culinary HerbSuitable as Annual",Blue,SMALL MAMMALS,FROST FREE PERIOD,N/A,6 feet,6 feet, ,UNKNOWN,SEEDS,SALVIA BALLOTIFLORA,29,106.2,"GULF PRAIRIES AND MARSHES, SOUTH TEXAS PLAINS, EDWARDS PLATEAU",[],PERENNIAL,N/A,"['7b', '11']",N/A,"[1, 5, 6]",0,No Description
730,N/A,https://i2.wp.com/www.opuntiads.com/wp-content/uploads/2018/11/opuntia-engelmannii-Gregoriana-ElPaso-9-9-05-2bb.jpg?resize=300%2C292&ssl=1,CHOLLA,N/A,SUCCULENT,TOLERANT TO FULL SUN,N/A,N/A,N/A,"SMALL MAMMALS, LARGE MAMMALS, UPLAND GAME BIRDS, WATERFOWL, NONGAME BIRDS, CATTLE",FROST FREE PERIOD,N/A,N/A,N/A,EVERGREEN,"SLIGHTLY ACIDIC, NEUTRAL, SLIGHTLY ALKALINE",SEEDS,OPUNTIA (MULTIPLE SPECIES),32.5,111,"GULF PRAIRIES AND MARSHES, BLACKLAND PRAIRIES, CROSS TIMBERS AND PRAIRIES, SOUTH TEXAS PLAINS, EDWARDS PLATEAU, ROLLING PLAINS, HIGH PLAINS, TRANS-PECOS",[],PERENNIAL,N/A,[],N/A,"[1, 3, 4, 5, 6, 7, 8, 9]",0,No Description
731,N/A,https://i1.wp.com/npsot.org/wp/wp-content/uploads/2011/05/Lantana-horrida.jpg,COMMON LANTANA,Texas Lantana,SHRUB,"TOLERANT TO FULL SUN, TOLERANT TO SUN-SHADE MIX",N/A,"Cut FlowerWill Naturalize",Bi-Color: Orange and yellow,"BeesBirdsButterfliesHummingbirds",FROST FREE PERIOD,N/A,2 to 4 feet,3 to 5 feet,DECIDUOUS,HIGHLY ACIDIC,SEEDS,LANTANA HORRIDA,24,102.5,"PINEYWOODS, GULF PRAIRIES AND MARSHES, POST OAK SAVANNAH, BLACKLAND PRAIRIES, CROSS TIMBERS AND PRAIRIES, SOUTH TEXAS PLAINS, EDWARDS PLATEAU, TRANS-PECOS",[],PERENNIAL,toxic: Fruit is poisonous,['8a'],N/A,"[0, 1, 2, 3, 4, 5, 6, 9]",0,No Description
732,N/A,http://hasbrouck.asu.edu/imglib/seinet/genfield/palexander/set001/Bernardia_obov_9Feb10_4728.jpg,DESERT MYRTLECROTON,N/A,SHRUB,TOLERANT TO FULL SUN,N/A,N/A,N/A,UNKNOWN,FROST FREE PERIOD,N/A,N/A,N/A, ,UNKNOWN,UNKNOWN,BERNARDIA OBOVATA,30.8,102.7,"EDWARDS PLATEAU, TRANS-PECOS",[],PERENNIAL,N/A,[],N/A,"[6, 9]",0,No Description
733,N/A,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Quercus_emoryi_%282008%29.jpg/1200px-Quercus_emoryi_%282008%29.jpg,EMORY OAK,Holly Oak,"SHRUB, TREE","TOLERANT TO FULL SUN, TOLERANT TO SUN-SHADE MIX","MesicDry Mesic",N/A,N/A,"SMALL MAMMALS, LARGE MAMMALS, UPLAND GAME BIRDS, NONGAME BIRDS",FROST FREE PERIOD,N/A,N/A,30 to 50 feet,"EVERGREEN, SEMI EVERGREEN","HIGHLY ACIDIC, SLIGHTLY ACIDIC",UNKNOWN,QUERCUS EMORYI,28.8,106.4,TRANS-PECOS,[],PERENNIAL,N/A,[],N/A,[9],0,No Description
734,N/A,https://cdn.shopify.com/s/files/1/1741/7323/products/YU005_1400x.JPG?v=1547522219,FAXON YUCCA,Faxon Yucca,"SUCCULENT, SHRUB",TOLERANT TO FULL SUN,N/A,N/A,N/A,"SMALL MAMMALS, LARGE MAMMALS, NONGAME BIRDS, CATTLE, SHEEP, HORSES",FROST FREE PERIOD,N/A,N/A,N/A,EVERGREEN,UNKNOWN,"SEEDS, RHIZOMES",YUCCA FAXONIANA,26.7,103.7,"EDWARDS PLATEAU, TRANS-PECOS",[],PERENNIAL,N/A,[],N/A,"[6, 9]",0,No Description
735,N/A,https://projects.ncsu.edu/cals/plantbiology/ncsc/containerWeeds/images/Cyperus_iria_habit.jpg,FLATSLEDGE,N/A,SEDGE,N/A,N/A,N/A,N/A,"SMALL MAMMALS, UPLAND GAME BIRDS, WATERFOWL, NONGAME BIRDS",FROST FREE PERIOD,N/A,N/A,N/A,EMERGENT AQUATIC,UNKNOWN,"SEEDS, RHIZOMES, HORIZONTAL ROOTSTOCK",CYPERUS SPP.,29.9,94,"PINEYWOODS, GULF PRAIRIES AND MARSHES, POST OAK SAVANNAH, BLACKLAND PRAIRIES, CROSS TIMBERS AND PRAIRIES, SOUTH TEXAS PLAINS, EDWARDS PLATEAU, ROLLING PLAINS, HIGH PLAINS, TRANS-PECOS","[77, 83]","ANNUAL, PERENNIAL",N/A,[],N/A,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0,No Description
736,N/A,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Gamble_oak_leaves.jpg/200px-Gamble_oak_leaves.jpg,GAMBEL OAK,Gambel Oak,"SHRUB, TREE","TOLERANT TO FULL SUN, TOLERANT TO SUN-SHADE MIX","MesicDry MesicDry","Windbreak or HedgeErosion controlGuardian plantWill Naturalize",Red,"SMALL MAMMALS, LARGE MAMMALS, UPLAND GAME BIRDS, NONGAME BIRDS, CATTLE, SHEEP, GOATS, HORSES",FROST FREE PERIOD,N/A,up to 15 feet,3-10 feet,DECIDUOUS,"SLIGHTLY ACIDIC, NEUTRAL, SLIGHTLY ALKALINE","SEEDS, RHIZOMES",QUERCUS GAMBELII,33.4,105.9,TRANS-PECOS,[],PERENNIAL,edible:Fruit,[],N/A,[9],0,No Description
737,N/A,https://upload.wikimedia.org/wikipedia/commons/a/ad/Quercus_grisea_00b_%28homeredwardprice%29.jpg,GRAY OAK,Gray Oak,"SHRUB, TREE","TOLERANT TO FULL SUN, TOLERANT TO SUN-SHADE MIX","Dry MesicDry",N/A,N/A,"SMALL MAMMALS, LARGE MAMMALS, UPLAND GAME BIRDS, NONGAME BIRDS, CATTLE",FROST FREE PERIOD,N/A,N/A,15 to 30 feet,"SEMI EVERGREEN, DECIDUOUS","HIGHLY ACIDIC, SLIGHTLY ACIDIC",SEEDS,QUERCUS GRISEA,34.4,107.9,"EDWARDS PLATEAU, TRANS-PECOS",[],PERENNIAL,N/A,[],N/A,"[6, 9]",0,No Description
738,N/A,https://www.civanonursery.com/wp-content/uploads/2016/11/Fraxinus-greggii-05_2.jpg,GREGG ASH,Gregg's ash,"SHRUB, TREE","TOLERANT TO FULL SUN, TOLERANT TO FULL SHADE",N/A,N/A,N/A,"SMALL MAMMALS, LARGE MAMMALS, UPLAND GAME BIRDS, NONGAME BIRDS",FROST FREE PERIOD,N/A,N/A,N/A,SEMI EVERGREEN,NEUTRAL,SEEDS,FRAXINUS GREGGII,29.3,103.3,"EDWARDS PLATEAU, TRANS-PECOS",[],PERENNIAL,N/A,[],N/A,"[6, 9]",0,No Description
739,N/A,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Guaiacum_angustifolium.jpg/220px-Guaiacum_angustifolium.jpg,GUAYACAN,Guyacan, ,"TOLERANT TO FULL SUN, TOLERANT TO SUN-SHADE MIX",N/A,N/A,N/A,"SMALL MAMMALS, LARGE MAMMALS, UPLAND GAME BIRDS, CATTLE",FROST FREE PERIOD,N/A,N/A,N/A, ,UNKNOWN,UNKNOWN,GUAIACUM ANGUSTI-FOILIUM,29.5,101.1,"GULF PRAIRIES AND MARSHES, CROSS TIMBERS AND PRAIRIES, SOUTH TEXAS PLAINS, EDWARDS PLATEAU, ROLLING PLAINS, TRANS-PECOS","[21, 78]", ,N/A,[],N/A,"[1, 4, 5, 6, 7, 9]",0,No Description
740,N/A,https://plants.ifas.ufl.edu/wp-content/uploads/images/clajam/clajam.jpg,JAMAICA SAWGRASS,N/A,SEDGE,TOLERANT TO SUN-SHADE MIX,N/A,N/A,N/A,"SMALL MAMMALS, WATERFOWL, NONGAME BIRDS",N/A,N/A,N/A,N/A,EMERGENT AQUATIC,UNKNOWN,RHIZOMES,CLADIUM JAMAICENSE,22.4,98,"GULF PRAIRIES AND MARSHES, EDWARDS PLATEAU, TRANS-PECOS",[],PERENNIAL,N/A,[],N/A,"[1, 6, 9]",0,No Description
741,N/A,https://www.wildflower.org/image_archive/320x240/A_C/A_C_IMG6019.JPG,KIDNEYWOOD,Texas Kidneywood,"SHRUB, TREE","TOLERANT TO FULL SUN, TOLERANT TO SUN-SHADE MIX",N/A,"Erosion controlFlowering TreeCut Flower",White,"LARGE MAMMALS, NONGAME BIRDS, CATTLE, GOATS, HORSES",FROST FREE PERIOD,N/A,3-6 feet,2-10 feet,DECIDUOUS,UNKNOWN,SEEDS,EYSENHARDTIA TEXANA,30.1,99.2,"GULF PRAIRIES AND MARSHES, BLACKLAND PRAIRIES, CROSS TIMBERS AND PRAIRIES, SOUTH TEXAS PLAINS, EDWARDS PLATEAU, TRANS-PECOS","[24, 38, 57]",PERENNIAL,N/A,"['8a', '11']",N/A,"[1, 3, 4, 5, 6, 9]",0,No Description
742,N/A,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Leucaena_retusa.jpg/220px-Leucaena_retusa.jpg,LITTLELEAF LEADTREE,Goldenball Leadtree,"SHRUB, TREE","TOLERANT TO FULL SUN, TOLERANT TO SUN-SHADE MIX",N/A,Flowering Tree,Yellow,"LARGE MAMMALS, CATTLE",FROST FREE PERIOD,N/A,N/A,20 to 30 feet,DECIDUOUS,UNKNOWN,SEEDS,LEUCAENA RETUSA,29.7,101.3,"EDWARDS PLATEAU, TRANS-PECOS","[21, 78]",PERENNIAL,edible:Fruit,[],N/A,"[6, 9]",0,No Description
743,N/A,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Rhus_microphylla_fruta.jpg/1200px-Rhus_microphylla_fruta.jpg,LITTLE-LEAF SUMAC,Littleleaf Sumac,"SHRUB, TREE","TOLERANT TO FULL SUN, TOLERANT TO SUN-SHADE MIX",Dry,N/A,N/A,"SMALL MAMMALS, LARGE MAMMALS, UPLAND GAME BIRDS, NONGAME BIRDS, CATTLE, SHEEP, GOATS",FROST FREE PERIOD,N/A,N/A,N/A,DECIDUOUS,UNKNOWN,"SEEDS, HORIZONTAL ROOTSTOCK",RHUS MICROPHYLLA,28.6,106.1,"GULF PRAIRIES AND MARSHES, CROSS TIMBERS AND PRAIRIES, SOUTH TEXAS PLAINS, EDWARDS PLATEAU, ROLLING PLAINS, HIGH PLAINS, TRANS-PECOS",[],PERENNIAL,N/A,[],N/A,"[1, 4, 5, 6, 7, 8, 9]",0,No Description
744,N/A,https://www.wildflower.org/image_archive/320x240/PCD2321/PCD2321_IMG0066.JPG,MESCALBEAN (TEXAS MOUNTAIN LAUREL),N/A,"SHRUB, TREE",TOLERANT TO FULL SUN,"MesicDry MesicDry",N/A,N/A,UNKNOWN,FROST FREE PERIOD,N/A,N/A,N/A,EVERGREEN,SLIGHTLY ALKALINE,UNKNOWN,SOPHORA SECUNDIFLORA,24,102.5,"GULF PRAIRIES AND MARSHES, CROSS TIMBERS AND PRAIRIES, SOUTH TEXAS PLAINS, EDWARDS PLATEAU, TRANS-PECOS",[],PERENNIAL,N/A,[],N/A,"[1, 4, 5, 6, 9]",0,No Description
745,N/A,https://www.anniesannuals.com/signs/t%20-%20u/images/Ungnadia_speciosa_ATTRIBUTE03.jpg,MEXICAN BUCKEYE (MONILLA),N/A,"SHRUB, TREE","TOLERANT TO FULL SUN, TOLERANT TO SUN-SHADE MIX",N/A,"Windbreak or HedgeFlowering Tree",Pink,SMALL MAMMALS,"Late winter or early springSpring",N/A,N/A,10 to 15 feet,DECIDUOUS,SLIGHTLY ALKALINE,SEEDS,UNGNADIA SPECIOSA,30.2,97.8,"GULF PRAIRIES AND MARSHES, BLACKLAND PRAIRIES, CROSS TIMBERS AND PRAIRIES, SOUTH TEXAS PLAINS, EDWARDS PLATEAU, ROLLING PLAINS, TRANS-PECOS","[55, 61, 70]",PERENNIAL,N/A,[],N/A,"[1, 3, 4, 5, 6, 7, 9]",0,No Description
746,N/A,https://www.wildflower.org/image_archive/320x240/SCB/SCB_IMG0847.JPG,MOUNTAIN MAHOGANY, mountain mahogany ,"SHRUB, TREE","TOLERANT TO FULL SUN, TOLERANT TO SUN-SHADE MIX", Dry to medium,N/A, Whitish yellow,"SMALL MAMMALS, LARGE MAMMALS, UPLAND GAME BIRDS, CATTLE, SHEEP, GOATS",FROST FREE PERIOD,N/A, 4.00 to 8.00 feet, 8.00 to 12.00 feet,EVERGREEN,UNKNOWN,SEEDS,CERCOCARPUS MONTANUS,30.4,109.3,"EDWARDS PLATEAU, ROLLING PLAINS, HIGH PLAINS, TRANS-PECOS",[],PERENNIAL,N/A,"['5', '10']",N/A,"[6, 7, 8, 9]",0,No Description
747,N/A,https://plants.ces.ncsu.edu/media/images/Opunt__.jpg,PRICKLYPEAR,N/A,SUCCULENT,TOLERANT TO FULL SUN,N/A,N/A,N/A,"SMALL MAMMALS, LARGE MAMMALS, UPLAND GAME BIRDS, WATERFOWL, NONGAME BIRDS, CATTLE",FROST FREE PERIOD,N/A,N/A,N/A,EVERGREEN,"SLIGHTLY ACIDIC, NEUTRAL, SLIGHTLY ALKALINE",SEEDS,OPUNTIA SPP.,32.1,110.6,"PINEYWOODS, GULF PRAIRIES AND MARSHES, POST OAK SAVANNAH, BLACKLAND PRAIRIES, CROSS TIMBERS AND PRAIRIES, SOUTH TEXAS PLAINS, EDWARDS PLATEAU, ROLLING PLAINS, HIGH PLAINS, TRANS-PECOS",[],PERENNIAL,N/A,[],N/A,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0,No Description
748,N/A,https://greenarborists.com/wp-content/uploads/2016/04/Nolina_interrata_fh_0523.25_CAL._Kleine_Gruppe_in_Kalifornien.jpg,SACAHUISTA (BEARGRASS),N/A,"FORB, SUCCULENT, SHRUB","TOLERANT TO FULL SUN, TOLERANT TO SUN-SHADE MIX",N/A,N/A,N/A,"LARGE MAMMALS, CATTLE",N/A,N/A,N/A,N/A,EVERGREEN,UNKNOWN,UNKNOWN,NOLINA SPP.,32.1,105.5,"CROSS TIMBERS AND PRAIRIES, SOUTH TEXAS PLAINS, EDWARDS PLATEAU, ROLLING PLAINS, TRANS-PECOS",[],PERENNIAL,N/A,[],N/A,"[4, 5, 6, 7, 9]",0,No Description
749,N/A,https://www.wildflower.org/image_archive/640x480/SAW/SAW_03037.JPG,SANDPAPER OAK (VASEY OAK),Pungent oak,"SHRUB, TREE","TOLERANT TO FULL SUN, TOLERANT TO SUN-SHADE MIX",Mesic,N/A,N/A,"LARGE MAMMALS, CATTLE, SHEEP, GOATS",FROST FREE PERIOD,N/A,N/A,N/A,EVERGREEN,UNKNOWN,UNKNOWN,QUERCUS PUNGENS,31.8,106.5,"EDWARDS PLATEAU, TRANS-PECOS","[31, 39, 85]",PERENNIAL,N/A,[],N/A,"[6, 9]",0,No Description
750,N/A,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Prosopis_pubescens_beans.jpg/220px-Prosopis_pubescens_beans.jpg,SCREWBEAN MESQUITE,Screwbean Mesquite,"SHRUB, TREE","TOLERANT TO FULL SUN, TOLERANT TO SUN-SHADE MIX",N/A,N/A,Yellow,"SMALL MAMMALS, UPLAND GAME BIRDS, NONGAME BIRDS, CATTLE, GOATS",FROST FREE PERIOD,N/A,N/A,20 feet,DECIDUOUS,UNKNOWN,SEEDS,PROSOPIS PUBESCENS,31.8,106.2,"EDWARDS PLATEAU, TRANS-PECOS","[31, 39, 85]",PERENNIAL,edible:Fruit,[],N/A,"[6, 9]",0,No Description
751,N/A,https://www.wildflower.org/image_archive/320x240/SCB/SCB_IMG1890.JPG,SKELETONLEAF GOLDEN-EYE,N/A,SHRUB,"TOLERANT TO FULL SUN, TOLERANT TO SUN-SHADE MIX",N/A,N/A,N/A,"LARGE MAMMALS, UPLAND GAME BIRDS, NONGAME BIRDS, CATTLE",FROST FREE PERIOD,N/A,N/A,N/A,"SEMI EVERGREEN, SUFFRUTESCENT",UNKNOWN,SEEDS,VIGUIERA STENOLOBA,25.6,100.8,"CROSS TIMBERS AND PRAIRIES, SOUTH TEXAS PLAINS, TRANS-PECOS",[],PERENNIAL,N/A,[],N/A,"[4, 5, 9]",0,No Description
752,N/A,https://www.plant-world-seeds.com/images/item_images/000/007/240/large_square/yucca_elata.JPG?1511275926,SOAPTREE YUCCA,Soaptree Yucca,"SUCCULENT, SHRUB, TREE",TOLERANT TO FULL SUN,"MesicDry MesicDry","Provides winter interestErosion controlWill Naturalize","WhiteOther: White to cream colored","SMALL MAMMALS, LARGE MAMMALS, NONGAME BIRDS, CATTLE, SHEEP, HORSES","Late spring or early summerSummer",N/A,10 ft.,"5 to 20 feet, flower stalk 4 to 6 ft. above foliage.",EVERGREEN,UNKNOWN,"SEEDS, RHIZOMES",YUCCA ELATA,26.8,103.9,"EDWARDS PLATEAU, TRANS-PECOS",[],PERENNIAL,"edible:Flowers, toxic:Roots are poisonousOther: The roots contain toxic saponins and were used to make soap.",[],N/A,"[6, 9]",0,No Description
753,N/A,https://i.ytimg.com/vi/NHP1LRqluDk/maxresdefault.jpg,SOTOL,N/A,"SUCCULENT, SHRUB",TOLERANT TO FULL SUN,N/A,N/A,N/A,CATTLE,FROST FREE PERIOD,N/A,N/A,N/A, ,UNKNOWN,SEEDS,DASYLIRION SPP.,30.5,109.5,"EDWARDS PLATEAU, TRANS-PECOS",[],PERENNIAL,N/A,[],N/A,"[6, 9]",0,No Description
754,N/A,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Starr_081230-0543_Eleocharis_calva.jpg/220px-Starr_081230-0543_Eleocharis_calva.jpg,SPIKERUSH,N/A,SEDGE,"TOLERANT TO SUN-SHADE MIX, TOLERANT TO FULL SUN, TOLERANT TO FULL SHADE",N/A,N/A,N/A,"WATERFOWL, CATTLE",FROST FREE PERIOD,N/A,N/A,N/A,"EMERGENT AQUATIC, SUBMERGED AQUATIC",SLIGHTLY ALKALINE,"SEEDS, RHIZOMES, HORIZONTAL ROOTSTOCK",ELEOCHARIS SPP.,34.4,103.2,"PINEYWOODS, GULF PRAIRIES AND MARSHES, POST OAK SAVANNAH, BLACKLAND PRAIRIES, CROSS TIMBERS AND PRAIRIES, SOUTH TEXAS PLAINS, EDWARDS PLATEAU, ROLLING PLAINS, HIGH PLAINS, TRANS-PECOS",[],"ANNUAL, PERENNIAL",N/A,[],N/A,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0,No Description
755,N/A,https://worldofsucculents.com/wp-content/uploads/2017/12/Yucca-thompsoniana-Thompsons-Yucca3.jpg,THOMPSON YUCCA,Thompson's Yucca,"SHRUB, TREE",TOLERANT TO FULL SUN,N/A,N/A,N/A,"SMALL MAMMALS, LARGE MAMMALS, NONGAME BIRDS, CATTLE, SHEEP, HORSES",FROST FREE PERIOD,N/A,N/A,N/A,EVERGREEN,UNKNOWN,"SEEDS, RHIZOMES",YUCCA THOMPSONIANA,25.5,101.7,TRANS-PECOS,[],PERENNIAL,N/A,[],N/A,[9],0,No Description
756,N/A,https://www.wildflower.org/image_archive/320x240/AMB/AMB_IMG0028.JPG,TORREY YUCCA (SPANISH DAGGER),Spanish Dagger,SHRUB,TOLERANT TO FULL SUN,"MesicDry MesicDry",N/A,N/A,"SMALL MAMMALS, LARGE MAMMALS, NONGAME BIRDS, CATTLE, SHEEP, HORSES",FROST FREE PERIOD,N/A,N/A,3 feet,EVERGREEN,UNKNOWN,"SEEDS, RHIZOMES",YUCCA TORREYI,26.7,103.7,"EDWARDS PLATEAU, TRANS-PECOS",[],PERENNIAL,"edible:FruitFlowers",[],N/A,"[6, 9]",0,No Description
757,N/A,https://plants.usda.gov/gallery/standard/pafl5_001_svp.jpg,WATER PASPALUM,N/A,GRASS,N/A,N/A,N/A,N/A,"UPLAND GAME BIRDS, NONGAME BIRDS, CATTLE",N/A,N/A,N/A,N/A,EMERGENT AQUATIC,UNKNOWN,UNKNOWN,PASPALUM FLUITANS,32.4,86.8,"PINEYWOODS, GULF PRAIRIES AND MARSHES, POST OAK SAVANNAH",[],ANNUAL,N/A,[],N/A,"[0, 1, 2]",0,No Description
